OrderID,OrderDate,Category,Product,Region,SalesChannel,UnitPrice,Quantity,DiscountRate,Revenue,Cost,Profit
BSH-ORD-10214,2025-12-26,Consumer Electronics,Smart TV,Europe-Central,Retail Partner,800,5,0.0,4000.0,2480.0,1520.0
BSH-ORD-10215,2024-09-30,Consumer Electronics,Soundbar,Europe-Central,Retail Partner,180,3,0.1,486.0,334.8,151.2
BSH-ORD-10216,2024-04-11,Small Domestic,Blender,Europe-Central,Online Store,65,1,0.0,65.0,40.3,24.7
BSH-ORD-10217,2024-02-15,Home Appliances,Vacuum Cleaner,North America,Direct Sales,220,2,0.1,396.0,272.8,123.2
BSH-ORD-10218,2024-08-29,Home Appliances,Refrigerator,Europe-Central,Direct Sales,900,6,0.0,5400.0,3348.0,2052.0
BSH-ORD-10219,2024-04-25,Home Appliances,Refrigerator,Asia-Pacific,Online Store,900,2,0.1,1620.0,1116.0,504.0
BSH-ORD-10220,2024-04-15,Home Appliances,Washing Machine,Asia-Pacific,Online Store,650,3,0.0,1950.0,1209.0,741.0
BSH-ORD-10221,2024-03-13,Home Appliances,Washing Machine,North America,Direct Sales,650,2,0.05,1235.0,806.0,429.0
BSH-ORD-10222,2024-03-24,Home Appliances,Dishwasher,Europe-Central,Retail Partner,550,4,0.05,2090.0,1364.0,726.0
BSH-ORD-10223,2024-01-22,Home Appliances,Dishwasher,Europe-West,Online Store,550,6,0.0,3300.0,2046.0,1254.0
BSH-ORD-10224,2024-01-12,Home Appliances,Microwave,Europe-Central,Retail Partner,160,3,0.2,384.0,297.6,86.4
BSH-ORD-10225,2024-12-21,Consumer Electronics,Smart TV,North America,Retail Partner,800,3,0.0,2400.0,1488.0,912.0
BSH-ORD-10226,2025-12-23,Home Appliances,Washing Machine,Europe-Central,Online Store,650,3,0.1,1755.0,1209.0,546.0
BSH-ORD-10227,2024-04-02,Home Appliances,Washing Machine,Middle East,Online Store,650,5,0.1,2925.0,2015.0,910.0
BSH-ORD-10228,2024-01-24,Home Appliances,Oven,North America,Direct Sales,480,4,0.0,1920.0,1190.4,729.6
BSH-ORD-10229,2025-11-19,Consumer Electronics,Smart TV,Europe-Central,Direct Sales,800,4,0.15,2720.0,1984.0,736.0
BSH-ORD-10230,2025-02-21,Consumer Electronics,Air Conditioner,Europe-West,Retail Partner,750,6,0.0,4500.0,2790.0,1710.0
BSH-ORD-10231,2025-10-04,Consumer Electronics,Espresso Machine,Middle East,Online Store,350,2,0.1,630.0,434.0,196.0
BSH-ORD-10232,2025-04-22,Home Appliances,Oven,Europe-Central,Retail Partner,480,5,0.15,2040.0,1488.0,552.0
BSH-ORD-10233,2025-07-06,Home Appliances,Oven,Europe-Central,Retail Partner,480,7,0.0,3360.0,2083.2,1276.8
BSH-ORD-10234,2024-05-09,Home Appliances,Washing Machine,Europe-Central,Distributor,650,2,0.15,1105.0,806.0,299.0
BSH-ORD-10235,2024-09-17,Home Appliances,Oven,Europe-West,Distributor,480,7,0.0,3360.0,2083.2,1276.8
BSH-ORD-10236,2024-01-10,Home Appliances,Vacuum Cleaner,Europe-West,Retail Partner,220,4,0.1,792.0,545.6,246.4
BSH-ORD-10237,2024-09-13,Home Appliances,Dishwasher,Asia-Pacific,Online Store,550,6,0.0,3300.0,2046.0,1254.0
BSH-ORD-10238,2024-04-30,Consumer Electronics,Air Conditioner,North America,Retail Partner,750,1,0.1,675.0,465.0,210.0
BSH-ORD-10239,2024-06-04,Small Domestic,Toaster,Europe-West,Online Store,40,2,0.2,64.0,49.6,14.4
BSH-ORD-10240,2025-05-25,Home Appliances,Refrigerator,europe-west,Online Store,900,6,,5400.0,3348.0,2052.0
BSH-ORD-10241,2024-02-28,Home Appliances,Washing Machine,Europe-Central,Retail Partner,650,4,0.2,2080.0,1612.0,468.0
BSH-ORD-10242,2024-08-03,Consumer Electronics,Soundbar,Asia-Pacific,Retail Partner,180,1,0.05,171.0,111.6,59.4
BSH-ORD-10243,2024-07-02,Consumer Electronics,Soundbar,Europe-West,Retail Partner,180,7,0.0,1260.0,781.2,478.8
BSH-ORD-10244,2024-11-03,Consumer Electronics,Soundbar,North America,Online Store,180,5,0.0,900.0,558.0,342.0
BSH-ORD-10245,2025-10-30,Home Appliances,Microwave,Asia-Pacific,Online Store,160,1,0.1,144.0,99.2,44.8
BSH-ORD-10246,2024-08-05,Home Appliances,Vacuum Cleaner,Europe-Central,Retail Partner,220,7,0.05,1463.0,954.8,508.2
BSH-ORD-10247,2025-08-10,Home Appliances,Washing Machine,North America,Retail Partner,650,3,0.15,1657.5,1209.0,448.5
BSH-ORD-10248,2025-10-15,Home Appliances,Microwave,Europe-Central,Online Store,160,2,0.2,256.0,198.4,57.6
BSH-ORD-10249,2025-07-28,Small Domestic,Kettle,Asia-Pacific,Direct Sales,45,5,0.05,213.75,139.5,74.25
BSH-ORD-10250,2025-05-03,Home Appliances,Refrigerator,Europe-Central,Online Store,900,6,0.05,5130.0,3348.0,1782.0
BSH-ORD-10251,2025-04-26,Consumer Electronics,Smart TV,Europe-West,Direct Sales,800,1,0.0,800.0,496.0,304.0
BSH-ORD-10252,2025-03-30,Home Appliances,Washing Machine,Europe-Central,Online Store,650,5,0.0,3250.0,2015.0,1235.0
BSH-ORD-10253,2025-08-27,Home Appliances,Washing Machine,Europe-Central,Retail Partner,650,6,0.0,3900.0,2418.0,1482.0
BSH-ORD-10254,2025-09-13,Consumer Electronics,Soundbar,Europe-Central,Online Store,180,2,0.2,288.0,223.2,64.8
BSH-ORD-10255,2025-03-25,Home Appliances,Microwave,Middle East,Online Store,160,5,0.0,800.0,496.0,304.0
BSH-ORD-10256,2024-10-19,Home Appliances,Oven,North America,Direct Sales,480,6,0.1,2592.0,1785.6,806.4
BSH-ORD-10257,2024-12-29,Small Domestic,Kettle,Middle East,Retail Partner,45,7,0.0,315.0,195.3,119.7
BSH-ORD-10258,2025-02-02,Home Appliances,Dishwasher,Europe-Central,Online Store,550,5,0.0,2750.0,1705.0,1045.0
BSH-ORD-10259,2024-11-29,Home Appliances,Microwave,Europe-West,Online Store,160,7,0.05,1064.0,694.4,369.6
BSH-ORD-10260,2025-10-09,Home Appliances,Oven,North America,Online Store,480,5,0.05,2280.0,1488.0,792.0
BSH-ORD-10261,2024-12-10,Consumer Electronics,Air Conditioner,North America,Online Store,750,5,0.0,3750.0,2325.0,1425.0
BSH-ORD-10262,2024-11-07,Consumer Electronics,Smart TV,Europe-West,Distributor,800,4,0.0,3200.0,1984.0,1216.0
BSH-ORD-10263,2025-01-19,Home Appliances,Microwave,North America,Distributor,160,7,0.05,1064.0,694.4,369.6
BSH-ORD-10264,2024-10-03,Small Domestic,Kettle,North America,Retail Partner,45,2,0.0,90.0,55.8,34.2
BSH-ORD-10265,2025-11-12,Small Domestic,Iron,Europe-Central,Online Store,55,4,0.0,220.0,136.4,83.6
BSH-ORD-10266,2025-06-14,Small Domestic,Blender,North America,Online Store,65,4,0.0,260.0,161.2,98.8
BSH-ORD-10267,2025-03-14,Consumer Electronics,Air Conditioner,Europe-West,Direct Sales,750,1,0.0,750.0,465.0,285.0
BSH-ORD-10268,2025-10-23,Home Appliances,Dishwasher,North America,Retail Partner,550,2,0.0,1100.0,682.0,418.0
BSH-ORD-10269,2024-03-17,Consumer Electronics,Soundbar,Europe-West,Online Store,180,7,0.1,1134.0,781.2,352.8
BSH-ORD-10270,2025-07-07,Home Appliances,Washing Machine,North America,Distributor,650,4,0.1,2340.0,1612.0,728.0
BSH-ORD-10271,2025-08-02,Consumer Electronics,Soundbar,Asia-Pacific,Direct Sales,180,4,0.0,720.0,446.4,273.6
BSH-ORD-10272,2024-12-18,Consumer Electronics,Smart TV,Europe-West,Online Store,800,1,0.05,760.0,496.0,264.0
BSH-ORD-10273,2025-07-14,Small Domestic,Iron,Middle East,Online Store,55,5,0.0,275.0,170.5,104.5
BSH-ORD-10274,2025-12-12,Consumer Electronics,Soundbar,Europe-West,Retail Partner,180,6,0.1,972.0,669.6,302.4
BSH-ORD-10275,2025-12-27,Home Appliances,Vacuum Cleaner,Europe-Central,Direct Sales,220,6,0.0,1320.0,818.4,501.6
BSH-ORD-10276,2025-10-23,Consumer Electronics,Espresso Machine,Asia-Pacific,Retail Partner,350,7,0.0,2450.0,1519.0,931.0
BSH-ORD-10277,2024-07-26,Home Appliances,Vacuum Cleaner,Europe-Central,Direct Sales,220,1,0.0,220.0,136.4,83.6
BSH-ORD-10278,2025-10-09,Consumer Electronics,Espresso Machine,Europe-Central,Online Store,350,3,0.0,1050.0,651.0,399.0
BSH-ORD-10279,2025-05-31,Consumer Electronics,Espresso Machine,Europe-Central,Direct Sales,350,5,0.0,1750.0,1085.0,665.0
BSH-ORD-10280,2025-02-09,Home Appliances,Washing Machine,North America,Retail Partner,650,4,0.1,2340.0,1612.0,728.0
BSH-ORD-10281,2025-10-15,Home Appliances,Refrigerator,Europe-West,Online Store,900,2,0.15,1530.0,1116.0,414.0
BSH-ORD-10282,2025-03-24,Home Appliances,Oven,Europe-West,Distributor,480,2,0.05,912.0,595.2,316.8
BSH-ORD-10283,2025-02-22,Consumer Electronics,Air Conditioner,Asia-Pacific,Direct Sales,750,2,0.05,1425.0,930.0,495.0
BSH-ORD-10284,2025-07-14,Home Appliances,Refrigerator,North America,Retail Partner,900,2,0.15,1530.0,1116.0,414.0
BSH-ORD-10285,2024-05-13,Home Appliances,Oven,Middle East,Online Store,480,3,0.0,1440.0,892.8,547.2
BSH-ORD-10286,2024-05-09,Home Appliances,Vacuum Cleaner,Asia-Pacific,Retail Partner,220,1,0.05,209.0,136.4,72.6
BSH-ORD-10287,2024-09-09,Small Domestic,Iron,North America,Online Store,55,6,0.1,297.0,204.6,92.4
BSH-ORD-10288,2025-03-11,Consumer Electronics,Smart TV,Middle East,Retail Partner,800,2,0.0,1600.0,992.0,608.0
BSH-ORD-10289,2025-06-20,Home Appliances,Microwave,Europe-Central,Distributor,160,4,0.0,640.0,396.8,243.2
BSH-ORD-10290,2025-06-15,Home Appliances,Oven,Middle East,Online Store,480,3,0.05,1368.0,892.8,475.2
BSH-ORD-10291,2024-02-29,Home Appliances,Dishwasher,Europe-Central,Online Store,550,1,0.0,550.0,341.0,209.0
BSH-ORD-10292,2025-11-20,Home Appliances,Washing Machine,Europe-Central,Online Store,650,5,0.0,3250.0,2015.0,1235.0
BSH-ORD-10293,2024-07-08,Home Appliances,Oven,North America,Retail Partner,480,1,0.0,480.0,297.6,182.4
BSH-ORD-10294,2025-01-14,Home Appliances,Oven,North America,Direct Sales,480,2,0.0,960.0,595.2,364.8
BSH-ORD-10295,2025-09-19,Home Appliances,Microwave,Europe-Central,Retail Partner,160,6,0.1,864.0,595.2,268.8
BSH-ORD-10296,2025-08-20,Small Domestic,Blender,Europe-Central,Retail Partner,65,6,0.1,351.0,241.8,109.2
BSH-ORD-10297,2025-10-22,Consumer Electronics,Soundbar,Europe-West,Retail Partner,180,5,0.0,900.0,558.0,342.0
BSH-ORD-10298,2024-08-29,Consumer Electronics,Smart TV,Middle East,Distributor,800,4,0.0,3200.0,1984.0,1216.0
BSH-ORD-10299,2025-05-11,Consumer Electronics,Air Conditioner,Europe-Central,Online Store,750,5,0.05,3562.5,2325.0,1237.5
BSH-ORD-10300,2025-12-08,Small Domestic,Iron,North America,Retail Partner,55,-1,0.05,52.25,34.1,18.15
BSH-ORD-10301,2025-02-25,Home Appliances,Refrigerator,Middle East,Distributor,900,1,0.1,810.0,558.0,252.0
BSH-ORD-10302,2025-02-28,Consumer Electronics,Espresso Machine,Europe-West,Online Store,350,2,0.0,700.0,434.0,266.0
BSH-ORD-10303,2024-08-19,Home Appliances,Dishwasher,Europe-Central,Online Store,550,6,0.05,3135.0,2046.0,1089.0
BSH-ORD-10304,2024-03-19,Small Domestic,Blender,Europe-Central,Online Store,65,4,0.05,247.0,161.2,85.8
BSH-ORD-10305,2024-04-10,Home Appliances,Washing Machine,North America,Retail Partner,650,3,0.0,1950.0,1209.0,741.0
BSH-ORD-10306,2025-10-25,Home Appliances,Oven,North America,Online Store,480,6,0.2,2304.0,1785.6,518.4
BSH-ORD-10307,2025-03-11,Consumer Electronics,Air Conditioner,North America,Online Store,750,2,0.0,1500.0,930.0,570.0
BSH-ORD-10308,2024-12-15,Small Domestic,Iron,Europe-West,Online Store,55,4,0.15,187.0,136.4,50.6
BSH-ORD-10309,2025-10-09,Consumer Electronics,Smart TV,Asia-Pacific,Retail Partner,800,3,0.0,2400.0,1488.0,912.0
BSH-ORD-10310,2025-01-16,Home Appliances,Washing Machine,North America,Retail Partner,650,6,0.15,3315.0,2418.0,897.0
BSH-ORD-10311,2024-05-28,Home Appliances,Dishwasher,Asia-Pacific,Retail Partner,550,5,0.15,2337.5,1705.0,632.5
BSH-ORD-10312,2024-10-14,Consumer Electronics,Soundbar,Europe-West,Online Store,180,2,0.0,360.0,223.2,136.8
BSH-ORD-10313,2025-10-26,Home Appliances,Vacuum Cleaner,Europe-Central,Retail Partner,220,6,0.0,1320.0,818.4,501.6
BSH-ORD-10314,2025-12-25,Consumer Electronics,Air Conditioner,Middle East,Retail Partner,750,3,0.1,2025.0,1395.0,630.0
BSH-ORD-10315,2024-08-09,Small Domestic,Kettle,Europe-West,Retail Partner,45,5,0.1,202.5,139.5,63.0
BSH-ORD-10316,2025-10-22,Small Domestic,Toaster,North America,Direct Sales,40,4,0.0,160.0,99.2,60.8
BSH-ORD-10317,2024-09-12,Consumer Electronics,Air Conditioner,Europe-West,Retail Partner,750,5,0.0,3750.0,2325.0,1425.0
BSH-ORD-10318,2025-06-24,Consumer Electronics,Espresso Machine,Middle East,Online Store,350,3,0.0,1050.0,651.0,399.0
BSH-ORD-10319,2024-02-13,Consumer Electronics,Air Conditioner,North America,Direct Sales,750,3,0.0,2250.0,1395.0,855.0
BSH-ORD-10320,2024-01-19,Home Appliances,Vacuum Cleaner,Middle East,Retail Partner,220,5,,1100.0,682.0,418.0
BSH-ORD-10321,2024-12-27,Consumer Electronics,Espresso Machine,Europe-West,Direct Sales,350,1,0.0,350.0,217.0,133.0
BSH-ORD-10322,2025-04-27,Home Appliances,Refrigerator,North America,Online Store,900,5,0.1,4050.0,2790.0,1260.0
BSH-ORD-10323,2024-08-18,Consumer Electronics,Soundbar,Europe-Central,Direct Sales,180,4,0.05,684.0,446.4,237.6
BSH-ORD-10324,2024-08-21,Consumer Electronics,Soundbar,Middle East,Online Store,180,1,0.2,144.0,111.6,32.4
BSH-ORD-10325,2025-01-11,Consumer Electronics,Espresso Machine,Europe-West,Online Store,350,3,0.2,840.0,651.0,189.0
BSH-ORD-10326,2024-05-11,Home Appliances,Oven,North America,Direct Sales,480,3,0.0,1440.0,892.8,547.2
BSH-ORD-10327,2025-04-13,Home Appliances,Microwave,Europe-West,Online Store,160,4,0.1,576.0,396.8,179.2
BSH-ORD-10328,2024-01-20,Home Appliances,Oven,Europe-Central,Direct Sales,480,5,0.05,2280.0,1488.0,792.0
BSH-ORD-10329,2024-02-24,Consumer Electronics,Espresso Machine,North America,Retail Partner,350,2,0.05,665.0,434.0,231.0
BSH-ORD-10330,2024-07-06,Small Domestic,Kettle,North America,Online Store,45,5,0.1,202.5,139.5,63.0
BSH-ORD-10331,2024-11-09,Consumer Electronics,Air Conditioner,Middle East,Retail Partner,750,5,0.0,3750.0,2325.0,1425.0
BSH-ORD-10332,2024-07-01,Consumer Electronics,Smart TV,Europe-West,Online Store,800,3,0.1,2160.0,1488.0,672.0
BSH-ORD-10333,2024-10-29,Small Domestic,Iron,Europe-West,Online Store,55,6,0.05,313.5,204.6,108.9
BSH-ORD-10334,2024-02-16,Home Appliances,Vacuum Cleaner,Asia-Pacific,Direct Sales,220,7,0.05,1463.0,954.8,508.2
BSH-ORD-10335,2025-02-03,Home Appliances,Oven,Europe-Central,Online Store,480,5,0.1,2160.0,1488.0,672.0
BSH-ORD-10336,2024-09-10,Consumer Electronics,Soundbar,Europe-Central,Online Store,180,5,0.0,900.0,558.0,342.0
BSH-ORD-10337,2025-06-30,Home Appliances,Dishwasher,Europe-Central,Retail Partner,550,4,0.1,1980.0,1364.0,616.0
BSH-ORD-10338,2024-03-14,Small Domestic,Iron,Europe-West,Online Store,55,7,0.15,327.25,238.7,88.55
BSH-ORD-10339,2025-10-02,Consumer Electronics,Espresso Machine,North America,Online Store,350,4,0.0,1400.0,868.0,532.0
BSH-ORD-10340,2025-07-22,Consumer Electronics,Espresso Machine,Europe-Central,Online Store,350,4,0.0,1400.0,868.0,532.0
BSH-ORD-10341,2024-12-07,Home Appliances,Dishwasher,Europe-West,Direct Sales,550,2,0.0,1100.0,682.0,418.0
BSH-ORD-10342,2024-06-30,Home Appliances,Washing Machine,North America,Online Store,650,5,0.15,2762.5,2015.0,747.5
BSH-ORD-10343,2025-09-10,Home Appliances,Refrigerator,Europe-Central,Online Store,900,2,0.05,1710.0,1116.0,594.0
BSH-ORD-10344,2025-06-02,Home Appliances,Refrigerator,North America,Retail Partner,900,7,0.15,5355.0,3906.0,1449.0
BSH-ORD-10345,2025-03-01,Small Domestic,Iron,Europe-West,Direct Sales,55,2,0.2,88.0,68.2,19.8
BSH-ORD-10346,2025-08-03,Consumer Electronics,Soundbar,Europe-West,Online Store,180,3,0.2,432.0,334.8,97.2
BSH-ORD-10347,2025-01-18,Small Domestic,Kettle,Europe-West,Online Store,45,4,0.05,171.0,111.6,59.4
BSH-ORD-10348,2024-11-22,Consumer Electronics,Smart TV,Europe-Central,Online Store,800,2,0.05,1520.0,992.0,528.0
BSH-ORD-10349,2024-02-12,Home Appliances,Vacuum Cleaner,Europe-Central,Retail Partner,220,6,0.05,1254.0,818.4,435.6
BSH-ORD-10350,2025-07-30,Home Appliances,Microwave,Asia-Pacific,Direct Sales,160,2,0.0,320.0,198.4,121.6
BSH-ORD-10351,2024-05-23,Home Appliances,Microwave,North America,Online Store,160,7,0.05,1064.0,694.4,369.6
BSH-ORD-10352,2025-07-24,Home Appliances,Dishwasher,North America,Online Store,550,7,0.15,3272.5,2387.0,885.5
BSH-ORD-10353,2024-06-02,Home Appliances,Vacuum Cleaner,North America,Online Store,220,5,0.1,990.0,682.0,308.0
BSH-ORD-10354,2025-09-19,Small Domestic,Blender,Asia-Pacific,Retail Partner,65,4,0.1,234.0,161.2,72.8
BSH-ORD-10355,2025-03-22,Consumer Electronics,Espresso Machine,Europe-Central,Distributor,350,1,0.0,350.0,217.0,133.0
BSH-ORD-10356,2024-08-14,Home Appliances,Oven,Europe-Central,Online Store,480,3,0.1,1296.0,892.8,403.2
BSH-ORD-10357,2024-11-02,Home Appliances,Oven,Europe-Central,Online Store,480,4,0.1,1728.0,1190.4,537.6
BSH-ORD-10358,2025-04-29,Consumer Electronics,Air Conditioner,North America,Online Store,750,6,0.05,4275.0,2790.0,1485.0
BSH-ORD-10359,2025-07-07,Home Appliances,Vacuum Cleaner,North America,Online Store,220,3,0.0,660.0,409.2,250.8
BSH-ORD-10360,2024-10-09,Home Appliances,Vacuum Cleaner,europe-west,Online Store,220,5,0.1,990.0,682.0,308.0
BSH-ORD-10361,2025-11-18,Home Appliances,Oven,North America,Distributor,480,3,0.15,1224.0,892.8,331.2
BSH-ORD-10362,2025-06-07,Consumer Electronics,Air Conditioner,Asia-Pacific,Retail Partner,750,7,0.0,5250.0,3255.0,1995.0
BSH-ORD-10363,2025-10-31,Consumer Electronics,Espresso Machine,Asia-Pacific,Distributor,350,3,0.0,1050.0,651.0,399.0
BSH-ORD-10364,2025-06-20,Home Appliances,Oven,North America,Direct Sales,480,6,0.0,2880.0,1785.6,1094.4
BSH-ORD-10365,2024-08-14,Home Appliances,Microwave,Europe-West,Distributor,160,6,0.1,864.0,595.2,268.8
BSH-ORD-10366,2025-01-11,Home Appliances,Oven,Europe-Central,Online Store,480,2,0.1,864.0,595.2,268.8
BSH-ORD-10367,2025-08-10,Home Appliances,Refrigerator,Europe-West,Online Store,900,2,0.0,1800.0,1116.0,684.0
BSH-ORD-10368,2025-11-05,Home Appliances,Washing Machine,North America,Online Store,650,3,0.1,1755.0,1209.0,546.0
BSH-ORD-10369,2024-06-24,Consumer Electronics,Smart TV,Middle East,Retail Partner,800,7,0.0,5600.0,3472.0,2128.0
BSH-ORD-10370,2024-10-15,Home Appliances,Refrigerator,Europe-West,Retail Partner,900,4,0.1,3240.0,2232.0,1008.0
BSH-ORD-10371,2025-03-29,Small Domestic,Iron,Asia-Pacific,Online Store,55,7,0.0,385.0,238.7,146.3
BSH-ORD-10372,2025-03-17,Consumer Electronics,Soundbar,Europe-Central,Online Store,180,1,0.0,180.0,111.6,68.4
BSH-ORD-10373,2024-10-28,Consumer Electronics,Espresso Machine,Middle East,Direct Sales,350,3,0.0,1050.0,651.0,399.0
BSH-ORD-10374,2024-07-25,Home Appliances,Washing Machine,Middle East,Online Store,650,3,0.0,1950.0,1209.0,741.0
BSH-ORD-10375,2025-07-11,Home Appliances,Oven,Europe-Central,Online Store,480,3,0.2,1152.0,892.8,259.2
BSH-ORD-10376,2025-05-21,Home Appliances,Washing Machine,Europe-Central,Online Store,650,6,0.0,3900.0,2418.0,1482.0
BSH-ORD-10377,2024-03-23,Small Domestic,Blender,North America,Direct Sales,65,4,0.2,208.0,161.2,46.8
BSH-ORD-10378,2025-12-18,Consumer Electronics,Air Conditioner,North America,Retail Partner,750,3,0.15,1912.5,1395.0,517.5
BSH-ORD-10379,2025-02-01,Home Appliances,Microwave,Europe-Central,Online Store,160,6,0.0,960.0,595.2,364.8
BSH-ORD-10380,2025-11-03,Home Appliances,Washing Machine,Middle East,Online Store,650,1,0.0,650.0,403.0,247.0
BSH-ORD-10381,2024-08-09,Consumer Electronics,Air Conditioner,Asia-Pacific,Direct Sales,750,1,0.0,750.0,465.0,285.0
BSH-ORD-10382,2025-08-20,Small Domestic,Blender,North America,Retail Partner,65,6,0.1,351.0,241.8,109.2
BSH-ORD-10383,2025-10-31,Home Appliances,Dishwasher,Asia-Pacific,Direct Sales,550,7,0.1,3465.0,2387.0,1078.0
BSH-ORD-10384,2024-10-30,Small Domestic,Blender,Europe-Central,Direct Sales,65,1,0.15,55.25,40.3,14.95
BSH-ORD-10385,2024-11-19,Small Domestic,Toaster,Middle East,Retail Partner,40,5,0.1,180.0,124.0,56.0
BSH-ORD-10386,2025-02-27,Home Appliances,Oven,Europe-Central,Online Store,480,3,0.15,1224.0,892.8,331.2
BSH-ORD-10387,2025-08-27,Home Appliances,Microwave,North America,Retail Partner,160,5,0.05,760.0,496.0,264.0
BSH-ORD-10388,2025-03-30,Home Appliances,Oven,Europe-Central,Retail Partner,480,6,0.0,2880.0,1785.6,1094.4
BSH-ORD-10389,2024-06-10,Home Appliances,Washing Machine,Europe-Central,Retail Partner,650,6,0.15,3315.0,2418.0,897.0
BSH-ORD-10390,2025-12-22,Home Appliances,Oven,North America,Distributor,480,3,0.0,1440.0,892.8,547.2
BSH-ORD-10391,2025-03-24,Home Appliances,Microwave,Europe-Central,Online Store,160,3,0.05,456.0,297.6,158.4
BSH-ORD-10392,2025-11-19,Consumer Electronics,Soundbar,Middle East,Online Store,180,3,0.1,486.0,334.8,151.2
BSH-ORD-10393,2025-08-24,Home Appliances,Microwave,Europe-Central,Retail Partner,160,3,0.0,480.0,297.6,182.4
BSH-ORD-10394,2024-08-20,Home Appliances,Microwave,Europe-West,Direct Sales,160,5,0.0,800.0,496.0,304.0
BSH-ORD-10395,2024-07-01,Small Domestic,Kettle,North America,Online Store,45,3,0.0,135.0,83.7,51.3
BSH-ORD-10396,2025-07-11,Home Appliances,Oven,North America,Direct Sales,480,5,0.1,2160.0,1488.0,672.0
BSH-ORD-10397,2024-09-24,Consumer Electronics,Smart TV,Middle East,Distributor,800,2,0.1,1440.0,992.0,448.0
BSH-ORD-10398,2024-06-01,Consumer Electronics,Air Conditioner,North America,Direct Sales,750,1,0.05,712.5,465.0,247.5
BSH-ORD-10399,2025-10-19,Home Appliances,Vacuum Cleaner,Middle East,Retail Partner,220,5,0.0,1100.0,682.0,418.0
BSH-ORD-10400,2025-02-15,Consumer Electronics,Smart TV,Europe-West,Online Store,800,7,,5600.0,3472.0,2128.0
BSH-ORD-10401,2024-04-14,Consumer Electronics,Air Conditioner,Europe-Central,Online Store,750,2,0.0,1500.0,930.0,570.0
BSH-ORD-10402,2025-12-13,Consumer Electronics,Espresso Machine,Europe-West,Retail Partner,350,5,0.15,1487.5,1085.0,402.5
BSH-ORD-10403,2025-11-08,Small Domestic,Toaster,Europe-West,Online Store,40,6,0.05,228.0,148.8,79.2
BSH-ORD-10404,2024-08-22,Home Appliances,Microwave,Europe-Central,Distributor,160,6,0.05,912.0,595.2,316.8
BSH-ORD-10405,2024-08-10,Home Appliances,Washing Machine,Europe-West,Online Store,650,3,0.05,1852.5,1209.0,643.5
BSH-ORD-10406,2025-09-02,Home Appliances,Washing Machine,Europe-West,Direct Sales,650,4,0.0,2600.0,1612.0,988.0
BSH-ORD-10407,2025-03-26,Home Appliances,Oven,Asia-Pacific,Retail Partner,480,3,0.05,1368.0,892.8,475.2
BSH-ORD-10408,2024-04-27,Consumer Electronics,Smart TV,Europe-Central,Retail Partner,800,4,0.05,3040.0,1984.0,1056.0
BSH-ORD-10409,2024-07-14,Home Appliances,Washing Machine,Europe-West,Online Store,650,5,0.05,3087.5,2015.0,1072.5
BSH-ORD-10410,2025-02-22,Home Appliances,Dishwasher,Europe-Central,Online Store,550,6,0.1,2970.0,2046.0,924.0
BSH-ORD-10411,2025-01-26,Home Appliances,Oven,Europe-Central,Retail Partner,480,7,0.1,3024.0,2083.2,940.8
BSH-ORD-10412,2025-03-09,Home Appliances,Dishwasher,Europe-Central,Online Store,550,2,0.0,1100.0,682.0,418.0
BSH-ORD-10413,2024-12-28,Home Appliances,Refrigerator,Europe-Central,Online Store,900,5,0.05,4275.0,2790.0,1485.0
BSH-ORD-10414,2025-06-25,Home Appliances,Refrigerator,Europe-West,Distributor,900,5,0.05,4275.0,2790.0,1485.0
BSH-ORD-10415,2025-10-07,Consumer Electronics,Espresso Machine,Europe-Central,Online Store,350,3,0.2,840.0,651.0,189.0
BSH-ORD-10416,2025-05-14,Home Appliances,Vacuum Cleaner,Europe-Central,Online Store,220,1,0.05,209.0,136.4,72.6
BSH-ORD-10417,2024-12-30,Consumer Electronics,Air Conditioner,Middle East,Online Store,750,2,0.0,1500.0,930.0,570.0
BSH-ORD-10418,2025-07-16,Home Appliances,Microwave,Europe-West,Online Store,160,4,0.1,576.0,396.8,179.2
BSH-ORD-10419,2025-05-13,Home Appliances,Microwave,Europe-Central,Retail Partner,160,3,0.0,480.0,297.6,182.4
BSH-ORD-10420,2025-05-23,Small Domestic,Iron,Europe-West,Online Store,55,2,0.05,104.5,68.2,36.3
BSH-ORD-10421,2025-06-03,Home Appliances,Washing Machine,North America,Distributor,650,7,0.2,3640.0,2821.0,819.0
BSH-ORD-10422,2024-04-26,Consumer Electronics,Soundbar,Europe-Central,Direct Sales,180,5,0.1,810.0,558.0,252.0
BSH-ORD-10423,2025-05-01,Home Appliances,Washing Machine,North America,Retail Partner,650,2,0.15,1105.0,806.0,299.0
BSH-ORD-10424,2025-06-12,Small Domestic,Toaster,Asia-Pacific,Retail Partner,40,6,0.05,228.0,148.8,79.2
BSH-ORD-10425,2024-08-15,Home Appliances,Washing Machine,Europe-Central,Retail Partner,650,3,0.05,1852.5,1209.0,643.5
BSH-ORD-10426,2025-05-13,Consumer Electronics,Air Conditioner,Middle East,Retail Partner,750,4,0.1,2700.0,1860.0,840.0
BSH-ORD-10427,2024-12-30,Home Appliances,Washing Machine,Europe-West,Online Store,650,1,0.1,585.0,403.0,182.0
BSH-ORD-10428,2024-05-26,Home Appliances,Dishwasher,Europe-Central,Retail Partner,550,6,0.0,3300.0,2046.0,1254.0
